customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00173,Female,0,No,No,32,Yes,Yes,No,No,No internet service,Yes,No,No,Yes,Two year,Yes,Electronic check,60.95,1948.88,Yes
CUST00174,Female,0,Yes,Yes,34,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),115.31,3920.72,No
CUST00175,Female,0,Yes,No,51,Yes,No,No,Yes,No,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),106.54,5442.44,No
CUST00176,Male,0,No,No,33,No,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,49.65,1639.41,No
CUST00177,Male,1,No,Yes,40,No,No phone service,DSL,No,No,No,No internet service,Yes,Yes,One year,No,Mailed check,35.93,1446.26,No
CUST00178,Male,0,Yes,Yes,50,No,No phone service,No,No,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,63.54,3170.61,No
CUST00179,Male,0,No,Yes,46,No,Yes,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),60.19,2773.22,Yes
CUST00180,Male,1,No,Yes,57,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,77.57,4427.73,No
CUST00181,Male,1,Yes,Yes,56,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,78.34,4390.62,No
CUST00182,Female,1,Yes,Yes,22,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,95,2092.14,No
CUST00183,Male,1,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Two year,No,Credit card (automatic),70.99,3337.83,No
CUST00184,Male,1,Yes,No,21,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,30.48,647.3,No
CUST00185,Male,1,Yes,No,16,No,No phone service,No,No,No,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),105.83,1699.71,No
CUST00186,Female,1,Yes,Yes,68,No,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),50.98,3459.09,No
CUST00187,Male,0,No,No,10,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,Yes,One year,No,Electronic check,117.13,1178.27,No
CUST00188,Male,0,No,No,14,Yes,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,31.79,443.34,No
CUST00189,Female,1,Yes,No,34,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,115.83,3933.29,Yes
CUST00190,Male,0,No,No,32,No,No,No,Yes,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),29.1,938.6,No
CUST00191,Male,0,Yes,No,15,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,43.1,645.14,No
CUST00192,Male,0,No,Yes,33,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,24.66,819.95,No
CUST00193,Male,1,Yes,Yes,65,Yes,No phone service,No,No,No internet service,Yes,No,No,Yes,Two year,Yes,Mailed check,90.51,5878.42,No
CUST00194,Male,1,Yes,No,39,No,No phone service,No,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,105.03,4086.25,No
CUST00195,Female,0,No,No,27,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,63.41,1711.98,Yes
CUST00196,Female,1,Yes,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No,No internet service,No,One year,No,Bank transfer (automatic),112.85,5183.1,No
CUST00197,Female,0,No,Yes,38,No,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,79.03,3008.23,Yes
CUST00198,Male,0,No,Yes,69,No,Yes,No,No,Yes,No,No,No internet service,No,Two year,No,Bank transfer (automatic),83,5722.52,No
CUST00199,Male,0,Yes,No,19,No,No,DSL,Yes,No internet service,Yes,No,No internet service,No,One year,No,Bank transfer (automatic),104.54,1985.13,No
CUST00200,Male,0,Yes,Yes,0,No,No,No,No internet service,No internet service,No,No,No,Yes,One year,No,Mailed check,49.68,-8.26,Yes
CUST00201,Female,1,No,Yes,71,No,No phone service,DSL,Yes,No,No internet service,Yes,No,No,One year,Yes,Bank transfer (automatic),55.43,3931.26,Yes
CUST00202,Male,1,Yes,No,62,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.6,6862.83,No
CUST00203,Male,1,Yes,Yes,66,Yes,No phone service,DSL,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,110.1,7259.63,No
CUST00204,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,117.65,355.89,Yes
CUST00205,Male,1,Yes,No,57,No,Yes,No,Yes,No,Yes,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),110.18,6288.61,No
CUST00206,Female,0,Yes,Yes,24,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),32.74,789.36,No
CUST00207,Female,1,No,Yes,46,No,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.37,4715.24,Yes
CUST00208,Female,0,No,No,37,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),60.98,2248.44,No
CUST00209,Male,0,Yes,Yes,14,No,No phone service,No,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,119.08,1662.13,No
CUST00210,Male,0,Yes,Yes,62,Yes,No,No,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,67.23,4176.15,No
CUST00211,Male,1,Yes,No,20,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,75.38,1511.9,No
CUST00212,Male,1,No,No,56,No,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),72.98,4089.67,Yes
CUST00213,Male,1,Yes,No,52,Yes,No,No,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),52.17,2716.12,Yes
CUST00214,Male,1,No,Yes,45,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.5,1235.78,Yes
CUST00215,Male,0,No,No,13,No,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),109.57,1415.3,No
CUST00216,Female,1,No,Yes,16,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),100.27,1610.01,No
CUST00217,Male,1,Yes,No,38,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),33.95,1293.67,No
CUST00218,Female,0,No,Yes,8,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),97.68,780.9,No
CUST00219,Male,0,Yes,No,5,Yes,No,No,No internet service,No,No,No,No,No,One year,No,Bank transfer (automatic),82.58,420.9,No
CUST00220,Male,0,No,No,22,No,No,No,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),60.91,1336.74,No
CUST00221,Male,1,Yes,No,58,Yes,No phone service,No,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,45.4,2629.09,No
CUST00222,Female,0,No,No,45,Yes,Yes,No,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.97,4776.11,Yes
CUST00223,Female,0,Yes,Yes,37,Yes,No phone service,No,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,90.02,3336.68,Yes
CUST00224,Female,0,No,No,13,No,Yes,No,Yes,No internet service,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),74.77,972.31,No
CUST00225,Female,1,Yes,No,71,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No,One year,No,Mailed check,80.96,5740.77,No
CUST00226,Male,0,Yes,Yes,61,Yes,Yes,No,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),29.11,1770.01,No
CUST00227,Female,1,Yes,No,34,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.39,2294.38,No
CUST00228,Male,1,Yes,Yes,18,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),39.37,706.36,No
CUST00229,Male,0,No,No,29,Yes,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),40.84,1191.09,No
CUST00230,Female,0,No,No,24,No,Yes,No,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,86.13,2076.12,No
CUST00231,Female,1,Yes,No,39,No,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),111.13,4340.18,No
CUST00232,Female,0,No,Yes,13,No,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),60.38,782.49,No
CUST00233,Female,0,Yes,No,25,Yes,No phone service,No,No internet service,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),40.77,1025.02,No
CUST00234,Female,1,Yes,No,21,No,Yes,No,Yes,No,No,No,No,No internet service,One year,No,Mailed check,84.87,1779.3,No
CUST00235,Female,1,No,No,47,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),107.12,5027.98,No
CUST00236,Female,0,Yes,Yes,50,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.83,4732.17,No
CUST00237,Female,1,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),106.88,211.47,No
CUST00238,Male,0,No,No,41,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,73.66,3028.13,No
CUST00239,Female,0,Yes,Yes,18,No,No,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,95.19,1708.2,Yes
CUST00240,Female,0,Yes,No,27,No,No phone service,DSL,No,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,34.01,912.4,Yes
CUST00241,Male,1,Yes,No,44,Yes,No,No,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),54.83,2421.92,No
CUST00242,Female,0,Yes,No,70,Yes,No,No,No,Yes,Yes,No internet service,Yes,No internet service,Two year,No,Electronic check,58.95,4117,No
CUST00243,Male,0,No,No,62,No,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,71.13,4415.78,No
CUST00244,Male,0,No,No,18,Yes,No phone service,No,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),112.91,2028.81,Yes
CUST00245,Female,1,No,No,46,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,No,Electronic check,107.43,4932.53,Yes
CUST00246,Male,1,Yes,No,13,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,33.45,443.21,Yes
CUST00247,Male,1,Yes,Yes,37,No,No,No,Yes,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,37.28,1372.15,No
CUST00248,Male,1,No,Yes,52,No,No phone service,DSL,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),55.76,2900.56,No
CUST00249,Male,1,Yes,Yes,60,Yes,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,49.07,2939.68,No
CUST00250,Female,0,Yes,Yes,35,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No,Two year,No,Mailed check,81.48,2843.1,No
CUST00251,Male,1,Yes,Yes,39,No,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,One year,Yes,Electronic check,110.28,4291.92,Yes
CUST00252,Female,1,Yes,Yes,29,No,No,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,116.23,3362.98,No
CUST00253,Male,1,No,Yes,8,Yes,Yes,No,No,No,No internet service,No,Yes,No internet service,One year,No,Electronic check,85.36,674.31,Yes
CUST00254,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),103.82,6545.87,No
CUST00255,Male,1,No,No,32,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),72.52,2320.35,No
CUST00256,Male,1,Yes,No,51,No,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),40.83,2079.19,No
CUST00257,Female,0,No,No,13,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),72.47,940.48,No
CUST00258,Female,1,No,Yes,52,No,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,One year,No,Credit card (automatic),75.51,3935.1,No
CUST00259,Male,0,Yes,Yes,58,No,No phone service,DSL,Yes,No,No,Yes,Yes,No internet service,One year,No,Mailed check,94.25,5474.72,Yes
CUST00260,Male,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No internet service,No,No internet service,One year,No,Electronic check,41.99,1683.91,Yes
CUST00261,Female,0,No,No,67,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),56.83,3815.3,No
CUST00262,Male,0,No,Yes,67,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,56.4,3775.19,No
CUST00263,Male,0,No,No,7,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),115.94,809.2,Yes
CUST00264,Male,1,No,No,1,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),64.39,66.66,No
CUST00265,Female,0,Yes,No,40,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),95.51,3822.87,No
CUST00266,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),95.08,5133.95,No
CUST00267,Female,1,No,Yes,15,No,No phone service,No,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,46.55,696.26,No
CUST00268,Male,0,Yes,No,61,No,No,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Electronic check,77.19,4718.31,No
CUST00269,Male,1,No,No,47,No,Yes,No,No internet service,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,109.43,5149.63,No
CUST00270,Female,1,Yes,Yes,29,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,67.52,1956.78,No
CUST00271,Female,1,Yes,Yes,11,No,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),114.51,1264.16,No
CUST00272,Female,0,Yes,No,34,Yes,No,No,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),41.45,1404.69,No
CUST00273,Female,0,No,Yes,10,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),27.42,266.2,No
CUST00274,Male,0,No,No,63,No,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.15,6873.5,Yes
CUST00275,Female,1,Yes,No,49,No,No,No,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,104.77,5131.79,Yes
CUST00276,Male,0,No,Yes,20,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),119.26,2375.53,No
CUST00277,Female,0,No,No,68,Yes,Yes,No,No,Yes,No,No,No internet service,No,Two year,Yes,Mailed check,87.94,5986.22,No
CUST00278,Male,0,Yes,No,47,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),113.67,5339.67,No
CUST00279,Female,1,Yes,No,19,Yes,No,No,Yes,Yes,No internet service,No,No internet service,No,Two year,No,Electronic check,102.69,1952.72,Yes
CUST00280,Female,1,No,No,66,No,No phone service,No,No internet service,No,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),104.44,6884.52,No
CUST00281,Female,0,Yes,Yes,43,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,76.91,3300.63,No
CUST00282,Female,0,No,Yes,32,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),58.24,1871.47,No
CUST00283,Male,0,No,No,60,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No,No,One year,Yes,Mailed check,113.46,6809.77,Yes
CUST00284,Female,0,No,Yes,8,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),63.21,514.69,No
CUST00285,Male,1,No,No,67,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),73.88,4959.94,Yes
CUST00286,Male,1,Yes,No,34,No,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.61,2194.18,No
CUST00287,Male,1,Yes,No,64,No,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),76.48,4890.7,No
CUST00288,Male,1,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,67.05,476.52,Yes
CUST00289,Female,0,Yes,No,44,No,No phone service,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),24.8,1101.17,No
CUST00290,Male,0,No,Yes,46,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,108.2,4979.79,No
CUST00291,Male,0,No,No,39,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,One year,No,Electronic check,64.44,2519.06,No
CUST00292,Male,1,Yes,Yes,53,Yes,Yes,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,78.89,4186.8,No
CUST00293,Female,0,No,Yes,45,No,Yes,No,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,No,Mailed check,33.92,1523.51,No
CUST00294,Female,1,No,No,46,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,20.34,937.13,No
CUST00295,Female,1,No,No,14,No,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No,One year,No,Mailed check,44.53,630.08,No
CUST00296,Female,0,Yes,No,18,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,No,Mailed check,90.46,1632.04,No
CUST00297,Male,0,Yes,No,25,Yes,No phone service,DSL,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),29.92,738.42,Yes
CUST00298,Male,0,Yes,No,51,No,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,One year,No,Credit card (automatic),110.89,5652.12,Yes
CUST00299,Female,1,No,Yes,21,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),41.5,864.39,Yes
CUST00300,Male,0,Yes,No,20,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.46,803.86,No
CUST00301,Male,1,Yes,No,50,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Credit card (automatic),38.15,1915.61,Yes
CUST00302,Male,0,Yes,Yes,37,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),21.4,782.54,No
CUST00303,Female,1,Yes,Yes,19,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,One year,No,Bank transfer (automatic),97.18,1840.82,No
CUST00304,Female,1,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,No internet service,Two year,Yes,Mailed check,107.5,3006.19,No
CUST00305,Male,0,Yes,Yes,50,No,No,No,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),81.42,4073.34,No
CUST00306,Female,1,No,No,3,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No,Two year,No,Bank transfer (automatic),38.82,117.14,No
CUST00307,Female,1,No,Yes,54,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),48.53,2614.99,Yes
CUST00308,Female,0,Yes,Yes,70,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Two year,No,Electronic check,67.59,4724.58,No
CUST00309,Female,1,Yes,No,27,No,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,115.43,3111.35,No
CUST00310,Female,0,No,Yes,3,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),44.74,134.27,No
CUST00311,Male,1,No,Yes,21,Yes,No,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),93.16,1951.78,Yes
CUST00312,Female,0,Yes,Yes,44,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),63.94,2822.31,No
CUST00313,Male,0,Yes,Yes,66,No,Yes,No,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),49.78,3284.76,No
CUST00314,Male,1,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No internet service,Two year,Yes,Mailed check,65.59,4254.53,No
CUST00315,Female,1,Yes,Yes,33,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),27.12,899.55,Yes
CUST00316,Male,1,No,No,54,No,No,Fiber optic,No,No,No,No internet service,No,No internet service,One year,Yes,Electronic check,99.87,5389.56,No
CUST00317,Male,1,Yes,No,0,No,No phone service,DSL,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,44.33,3.07,No
CUST00318,Male,1,Yes,Yes,71,Yes,No,DSL,Yes,No,No,No internet service,Yes,No,One year,No,Electronic check,92.54,6565.93,No
CUST00319,Female,0,Yes,No,37,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),26.83,994.12,No
CUST00320,Female,1,Yes,No,5,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),115.51,582.99,No
CUST00321,Male,0,No,No,24,Yes,Yes,DSL,No internet service,No,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,39.3,951.76,No
CUST00322,Female,0,No,Yes,16,No,No phone service,No,No internet service,No,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,108.27,1727.54,No
CUST00323,Female,1,No,No,60,No,No,DSL,No internet service,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),100.95,6053.7,No
CUST00324,Female,0,Yes,Yes,11,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,One year,No,Electronic check,116.79,1283.98,Yes
CUST00325,Female,0,Yes,No,5,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,67.79,347.49,No
CUST00326,Male,0,No,Yes,26,Yes,Yes,No,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),92.74,2419.27,No
CUST00327,Male,0,Yes,Yes,7,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),57.07,391.29,Yes
CUST00328,Female,1,Yes,No,64,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,Yes,One year,Yes,Bank transfer (automatic),38.44,2452.8,No
CUST00329,Female,0,No,No,56,No,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No,One year,No,Electronic check,64.31,3601.27,Yes
CUST00330,Male,1,No,Yes,39,No,Yes,Fiber optic,No internet service,No,No internet service,No,No,No internet service,One year,Yes,Electronic check,36.57,1418.36,No
CUST00331,Male,1,No,No,13,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),118.2,1533.51,No
CUST00332,Female,0,No,No,34,No,No,No,No,No,No internet service,Yes,No,No,One year,Yes,Mailed check,29.62,1000.05,Yes
CUST00333,Male,1,Yes,No,47,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,One year,No,Electronic check,78.92,3711.96,No
CUST00334,Female,1,Yes,Yes,55,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),82.65,4554.74,Yes
CUST00335,Female,1,No,Yes,48,No,No,DSL,No,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Mailed check,73.81,3552.81,No
CUST00336,Male,0,Yes,No,12,No,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,86.22,1032.14,No
CUST00337,Male,1,No,No,60,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,31.62,1899.18,No
CUST00338,Female,1,No,No,48,No,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),75.5,3631.13,Yes
CUST00339,Female,1,Yes,Yes,45,No,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.72,2184.75,Yes
CUST00340,Male,0,No,Yes,61,Yes,No,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.02,6959.01,No
CUST00341,Female,1,Yes,No,7,Yes,No phone service,No,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,96.21,671.65,No
CUST00342,Male,0,Yes,No,42,No,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,117.25,4918.62,Yes
CUST00343,Female,0,Yes,No,19,No,No phone service,No,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),23.76,449.5,Yes
CUST00344,Male,0,Yes,No,38,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),48.51,1834.9,Yes
CUST00345,Male,0,No,No,48,Yes,Yes,No,No internet service,Yes,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),39.54,1901.83,No
CUST00346,Male,0,Yes,No,63,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),21.12,1325.61,No
CUST00347,Female,0,No,Yes,61,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,44.23,2694.26,Yes
